Opponent A,Opponent B,Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision1B,Decision2,Decision2B,Decision3,Decision3B
Joanne Wood,Luana Carolina,62,38,0,0,0,0:32,13,60,33,0,1,0,1:07,16,106,60,0,1,0,0:11,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,38,0,0,0,0:31,15,53,24,0,0,0,0:11,14,81,38,0,0,0,0:00,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,28,29
Jai Herbert,Ludovit Klein,30,11,0,0,0,0:05,5,28,15,0,0,0,0:23,2,32,17,0,1,0,2:26,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,11,0,1,0,1:53,7,29,11,0,0,0,0:49,7,44,25,0,1,0,0:32,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,28,29
Juliana Miller,Veronica Hardy,45,19,0,0,0,0:46,12,20,8,0,0,2,0:19,7,14,3,0,0,1,0:14,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,26,0,0,0,0:42,19,19,16,0,0,0,3:45,14,23,20,0,4,0,3:09,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Petr Yan,Merab Dvalishvili,25,13,0,0,0,0:00,4,35,18,0,1,0,0:32,6,27,8,0,0,0,0:27,5,31,21,0,0,0,0:47,15,25,15,0,0,0,0:04,11,62,22,0,1,0,1:10,12,80,35,0,3,0,0:59,19,46,15,0,1,0,1:34,10,75,38,0,1,0,1:01,24,75,37,0,5,0,2:09,26,45,50,45,50,45,50
Said Nurmagomedov,Jonathan Martinez,35,21,0,1,2,0:59,8,25,16,0,1,0,0:46,9,18,10,0,1,0,2:36,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,13,0,0,0,2:04,4,22,15,0,0,0,2:16,6,12,10,0,0,1,1:49,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Vitor Petrino,Anton Turkalj,46,24,0,2,0,2:25,16,22,10,0,2,0,1:36,8,14,5,0,3,1,2:12,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,10,0,0,0,0:32,2,18,10,0,3,0,2:09,6,19,13,0,2,0,1:59,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,26
Karl Williams,Lukasz Brzeski,24,16,0,3,0,2:14,11,23,12,1,4,0,3:42,11,11,10,0,1,0,4:17,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,13,0,0,0,0:10,10,14,7,0,0,0,0:16,6,9,6,0,0,0,0:03,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,26,30,26
Victor Henry,Tony Gravely,53,29,0,0,0,0:01,11,107,71,0,0,0,0:55,42,84,54,0,0,2,0:24,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,22,0,1,0,1:33,9,37,17,0,2,0,1:26,14,75,36,0,0,0,0:23,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,28,29
Ariane Lipski,JJ Aldrich,67,35,0,0,0,0:00,17,73,35,0,0,0,0:00,15,64,31,0,2,0,0:19,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,11,0,0,0,0:25,9,39,20,0,0,0,0:00,18,40,18,0,0,0,0:51,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Carlston Harris,Jared Gooden,84,43,0,0,0,0:13,34,10,7,0,1,0,4:44,5,16,13,0,4,0,4:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71,44,0,0,0,0:02,20,6,4,0,0,0,0:00,0,7,3,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Mateusz Gamrot,Jalin Turner,14,9,0,2,0,2:26,4,17,13,0,1,0,1:35,7,11,7,0,1,0,2:51,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,12,1,0,0,0:24,8,48,18,0,0,0,0:08,11,18,10,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,30,27
Cody Garbrandt,Trevin Jones,19,17,0,0,0,0:00,2,6,5,0,2,0,2:20,3,8,4,0,0,0,0:12,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,7,0,0,0,0:00,1,9,2,0,0,1,0:35,0,36,11,0,1,0,1:04,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Viviane Araujo,Amanda Ribas,48,18,0,0,1,0:00,13,8,4,0,0,0,0:00,3,59,24,0,0,1,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71,31,0,1,0,2:25,20,15,9,0,0,0,4:40,7,97,58,0,1,0,1:15,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,29,26,30,27,30
Mana Martinez,Cameron Saaiman,67,28,0,0,0,0:00,19,45,18,0,0,0,0:00,10,36,14,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85,40,0,0,0,0:00,14,71,32,1,0,0,2:12,22,84,45,0,1,0,1:55,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,29,28,28,27,28
Da'Mon Blackshear,Farid Basharat,36,9,0,0,0,0:11,1,36,15,0,1,0,1:30,7,45,22,0,0,1,0:57,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,17,0,1,0,1:41,8,30,21,0,1,0,1:36,13,35,20,0,1,0,2:11,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Esteban Ribovics,Loik Radzhabov,32,14,0,0,0,0:00,10,47,25,1,0,0,0:04,18,50,27,0,0,1,0:27,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,8,0,4,0,3:00,7,28,13,0,4,0,2:24,11,34,19,0,3,0,2:15,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Augusto Sakai,Don'Tale Mayes,38,19,0,0,0,2:58,10,27,16,0,0,0,2:52,6,30,18,0,1,0,3:01,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,13,0,0,0,0:53,4,15,4,0,0,0,1:06,2,27,12,0,0,0,0:47,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Jasmine Jasudavicius,Gabriella Fernandes,22,8,0,1,0,2:58,5,12,6,0,2,0,4:22,2,20,10,0,1,0,4:11,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,12,0,0,0,0:00,5,13,9,0,0,0,0:04,3,16,5,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,26,30,26
Ode Osbourne,Charles Johnson,62,23,0,0,0,0:00,5,48,11,0,1,0,1:06,4,44,14,0,2,0,1:47,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,21,0,1,0,0:32,6,39,16,0,0,0,0:33,12,50,23,0,0,0,0:13,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Rafael Alves,Nurullo Aliev,9,4,0,0,0,0:00,1,3,0,0,0,1,0:00,0,5,2,0,0,1,1:18,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0,0,1,0,3:27,0,10,6,0,1,0,4:13,6,29,13,0,1,0,3:11,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,29,27,29,28,28
Jordan Wright,Zac Pauga,7,5,0,0,0,0:00,1,19,7,0,0,0,0:10,5,52,17,0,0,0,0:03,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,22,0,0,0,4:32,8,22,15,0,0,0,3:27,10,37,22,0,0,0,0:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,27,30
Josh Parisian,Jamal Pogues,28,12,0,0,0,0:00,7,39,13,0,0,0,0:29,6,46,12,0,1,0,0:43,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,7,0,2,0,2:54,6,14,8,0,2,0,1:20,8,28,18,0,1,0,1:35,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
William Knight,Marcin Prachnio,10,3,0,0,0,0:00,0,10,1,0,0,0,0:00,0,13,4,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,26,0,0,0,0:00,1,49,29,0,0,0,0:00,5,47,24,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Jim Miller,Alexander Hernandez,70,24,0,0,0,0:00,12,50,16,0,0,0,0:01,9,65,27,0,0,1,0:39,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,32,0,0,0,0:00,14,74,34,0,0,0,0:00,21,94,42,0,0,0,0:23,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
Jamall Emmers,Khusein Askhabov,55,24,0,0,0,0:01,5,65,27,0,0,0,1:19,14,24,11,0,1,0,3:25,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,14,0,0,0,0:28,6,54,13,0,0,0,0:00,8,11,3,0,0,0,0:30,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Islam Makhachev,Alexander Volkanovski,16,10,0,1,0,2:04,5,32,19,0,1,0,0:57,12,22,16,0,1,0,0:35,10,9,4,0,1,0,3:25,3,16,8,0,0,0,0:36,6,23,11,0,0,0,0:00,4,34,19,0,0,0,0:53,8,37,14,0,0,0,0:29,7,13,6,0,0,0,0:00,4,36,20,1,0,0,1:33,14,48,47,49,46,48,47
Jimmy Crute,Alonzo Menifield,26,10,0,4,1,2:31,8,23,10,0,1,2,1:30,9,13,11,0,1,0,3:54,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,23,1,0,0,1:32,22,38,25,1,0,0,2:23,23,17,8,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,47,49,46,48,47
Tyson Pedro,Modestas Bukauskas,19,8,0,2,0,1:46,5,25,18,0,0,0,0:27,5,37,19,0,0,0,0:48,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,10,0,0,0,0:00,6,35,11,0,0,0,0:14,3,49,23,0,0,0,0:43,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,28,29
Jamie Mullarkey,Francisco Prado,20,15,0,2,0,3:39,10,49,25,0,0,0,0:00,11,35,19,0,1,0,1:08,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,7,0,0,0,0:00,5,38,13,0,0,0,0:00,7,25,8,0,0,1,0:10,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Jack Jenkins,Don Shainis,59,34,0,0,0,0:00,13,33,23,0,2,0,1:59,11,31,25,0,2,0,4:01,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,25,0,0,0,0:46,9,28,15,0,1,0,1:30,10,19,10,0,0,2,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,29,28
Shane Young,Blake Bilder,30,16,0,0,0,0:00,3,66,27,0,0,0,0:03,15,100,37,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,19,0,1,0,1:43,8,54,37,0,0,0,0:00,15,103,55,0,0,0,0:00,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,27,30
Zubaira Tukhugov,Elves Brener,43,17,0,0,0,0:00,14,78,36,0,0,0,0:00,34,48,17,0,0,0,2:11,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67,24,0,0,0,0:00,6,52,23,0,0,0,0:00,10,38,22,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,29,28
Da Woon Jung,Devin Clark,15,5,0,0,0,2:06,5,12,6,0,0,0,2:16,2,25,7,0,1,0,1:26,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,10,0,1,0,2:09,4,18,10,0,1,0,1:25,4,37,19,0,1,0,1:28,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Marcin Tybura,Blagoy Ivanov,45,22,0,0,0,0:00,5,57,17,0,0,0,0:00,7,1,1,0,1,0,4:55,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41,12,0,0,0,0:00,8,72,22,0,0,0,0:00,16,0,0,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Dooho Choi,Kyle Nelson,7,3,0,0,0,2:24,0,46,24,0,0,0,0:35,10,25,23,0,0,0,0:59,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1,0,1,0,1:56,1,49,16,0,0,0,0:03,8,5,3,0,4,0,3:35,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
Glover Teixeira,Jamahal Hill,27,12,0,0,0,0:03,7,44,21,0,1,0,1:16,15,30,17,0,0,0,0:13,13,41,18,0,0,0,0:10,12,18,7,0,1,0,1:44,5,85,46,0,0,0,0:00,27,91,51,0,0,0,0:04,38,82,44,0,0,0,1:34,41,120,79,0,0,0,0:06,65,24,12,0,0,0,1:42,9,44,50,44,50,44,50
Lauren Murphy,Jessica Andrade,91,22,0,0,0,0:08,17,95,29,0,0,0,0:01,21,107,49,0,0,0,0:00,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,107,61,0,0,0,0:00,31,121,75,0,0,0,0:21,52,141,95,0,1,0,0:50,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,30,26,30,25,30
Luan Lacerda,Cody Stamann,59,29,0,0,0,0:00,9,78,33,0,0,0,0:00,17,44,18,0,1,0,1:34,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,31,0,0,0,0:00,17,87,52,0,0,0,0:00,31,36,20,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Warlley Alves,Nicolas Dalby,35,18,0,0,0,0:34,7,37,18,0,1,0,1:19,11,72,30,0,0,0,0:16,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74,35,0,0,0,1:39,19,73,31,0,0,0,0:53,22,101,53,0,0,0,1:30,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,28,29
Josiane Nunes,Zarah Fairn,87,41,0,0,0,0:27,22,49,27,0,0,0,1:16,11,75,34,0,0,0,0:19,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,48,0,0,0,0:03,31,64,35,0,0,0,0:05,29,97,34,0,0,0,0:00,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Sean Strickland,Nassourdine Imavov,74,24,0,0,0,0:14,16,72,22,0,1,0,1:49,13,78,47,0,0,0,0:00,31,100,57,0,0,0,0:50,47,81,32,0,0,0,1:19,27,50,19,0,0,0,0:00,8,58,22,0,0,0,0:00,14,45,24,0,0,0,0:00,12,51,23,0,0,0,0:08,10,65,35,0,0,0,0:04,23,48,47,49,46,49,46
Ketlen Vieira,Raquel Pennington,71,23,0,0,0,0:13,15,51,21,0,0,0,1:28,10,30,20,0,0,0,3:04,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58,27,0,0,0,0:00,14,61,29,0,0,0,0:37,14,40,25,0,0,0,0:41,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,29,28
Javid Basharat,Mateus Mendonca,51,32,0,1,0,0:21,18,45,35,0,1,0,2:28,27,34,28,0,1,0,2:30,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43,12,0,1,0,1:09,8,24,7,0,1,0,0:44,5,21,10,0,0,0,0:26,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Mateusz Rebecki,Nick Fiore,101,54,0,1,0,1:32,32,49,23,0,1,0,2:43,12,21,12,0,1,0,4:12,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,20,0,0,0,0:00,14,31,11,0,1,0,0:30,8,9,3,0,0,0,0:04,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,26
Dan Argueta,Nick Aguirre,8,5,0,1,0,3:24,4,37,25,0,1,2,3:22,12,40,17,0,2,0,3:28,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,0,0,1,1:15,1,21,9,0,0,0,0:00,9,22,4,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Jared Cannonier,Sean Strickland,43,16,0,0,0,0:00,3,58,25,0,0,0,0:00,6,69,33,0,0,0,0:00,12,61,27,0,0,0,0:00,14,79,40,0,0,0,0:00,22,48,13,0,1,0,0:43,9,73,28,0,0,0,0:00,23,81,35,0,0,0,0:00,28,87,33,0,0,0,0:05,29,111,43,0,0,0,0:00,37,49,46,46,49,49,46
Arman Tsarukyan,Damir Ismagulov,23,9,0,1,0,3:04,2,27,12,0,4,0,3:24,7,31,13,0,2,0,2:57,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,13,0,0,0,0:06,7,28,11,0,0,0,0:00,6,32,12,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Cheyanne Vlismas,Cory McKenna,45,17,0,0,0,0:02,12,23,14,0,0,0,0:01,7,6,2,0,0,1,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,13,0,1,0,0:51,11,15,6,0,1,0,4:06,4,5,3,0,0,0,4:44,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Jake Matthews,Matthew Semelsberger,15,8,0,0,0,0:00,3,47,17,0,0,0,0:00,14,27,7,0,1,1,1:42,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41,18,1,1,0,2:46,13,50,17,1,1,0,0:14,12,25,10,1,1,0,1:16,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Bryan Battle,Rinat Fakhretdinov,3,1,0,0,0,0:00,1,5,1,0,0,0,0:00,0,8,1,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,19,0,2,0,4:41,16,15,10,0,2,0,4:49,9,23,14,1,3,0,4:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,30,25,30,27,30
David Dvorak,Manel Kape,15,6,0,1,0,1:59,2,33,14,0,1,0,0:29,6,46,13,0,0,0,0:14,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,2,0,0,2,0:17,2,63,37,1,0,0,0:40,22,47,19,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,28,29
Sergey Morozov,Journey Newson,43,12,0,2,0,1:24,4,38,11,0,2,0,2:21,2,24,7,0,2,0,3:14,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,10,0,0,0,0:00,6,32,8,0,0,0,0:00,0,27,8,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,29,28
Jan Blachowicz,Magomed Ankalaev,35,14,0,0,0,0:00,3,43,23,0,0,0,0:00,10,34,17,0,0,0,0:00,5,3,1,0,0,0,0:00,1,2,0,0,0,0,0:00,0,43,19,0,0,0,0:00,10,37,13,0,0,0,0:32,7,48,18,0,1,0,1:26,10,19,10,0,1,0,4:32,4,37,18,0,0,0,4:50,18,27,30,28,29,28,29
Paddy Pimblett,Jared Gordon,70,29,0,0,0,0:00,16,70,28,0,0,0,0:00,13,15,6,0,0,0,0:35,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,32,0,0,0,0:28,17,46,24,0,1,0,2:07,13,4,4,0,2,0,3:53,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Angela Hill,Emily Ducote,104,50,0,0,0,0:00,30,120,67,0,0,0,0:00,35,121,65,0,0,0,0:00,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,21,0,0,0,0:00,17,50,16,0,0,0,0:00,10,70,34,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Clay Guida,Scott Holtzman,79,23,0,0,0,0:00,10,40,17,0,2,0,2:55,9,64,26,0,2,0,2:40,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,18,0,0,0,0:00,11,42,22,0,0,0,0:01,21,61,25,0,0,0,0:17,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Michael Johnson,Marc Diakiese,41,12,0,0,0,0:18,5,61,30,0,0,0,0:06,14,79,41,0,0,0,0:06,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,23,0,0,0,0:00,6,40,11,0,0,0,0:00,5,49,21,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Darren Elkins,Jonathan Pearce,57,11,0,1,0,0:28,9,47,15,0,1,0,0:18,14,89,31,0,0,0,0:02,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64,30,0,1,0,0:42,16,68,44,0,0,0,2:29,37,90,36,0,1,0,0:22,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,27,30,27,30
Natan Levy,Genaro Valdez,70,34,0,0,0,0:00,7,30,13,0,1,0,2:19,5,35,20,0,5,0,2:21,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,19,0,0,0,0:00,6,59,21,0,0,0,0:00,12,39,9,0,0,0,0:01,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Chase Sherman,Waldo Cortes-Acosta,50,18,0,1,0,1:03,6,48,21,0,0,0,0:28,8,79,27,0,0,0,0:03,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71,29,0,0,0,0:04,19,121,71,0,0,0,0:09,66,86,47,0,0,0,0:00,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Charles Johnson,Zhalgas Zhumagulov,60,32,0,0,0,0:00,15,56,33,0,0,0,0:40,13,93,50,0,0,0,0:17,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77,43,0,0,0,0:21,10,77,46,0,1,0,0:42,15,80,30,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,29,28
Jennifer Maia,Maryna Moroz,58,30,0,0,0,1:32,23,110,41,0,0,0,0:00,34,85,38,0,0,0,0:12,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,13,0,0,0,0:00,9,114,41,0,0,0,0:00,26,97,26,0,0,0,0:00,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
Vince Morales,Miles Johns,32,8,0,0,0,0:00,6,43,11,0,0,0,0:02,6,56,20,0,0,0,0:03,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,10,0,0,0,0:02,7,32,13,0,1,0,0:35,8,45,15,0,0,0,1:31,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Ricky Turcios,Kevin Natividad,27,17,0,2,0,2:30,16,39,22,0,0,0,1:26,20,49,29,0,0,1,2:21,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,9,0,2,0,1:30,4,29,17,0,3,0,2:20,14,33,15,1,2,0,1:10,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Vanessa Demopoulos,Maria Oliveira,23,14,0,1,0,2:39,7,36,27,1,0,0,2:40,23,21,14,0,1,0,2:40,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,24,0,0,0,0:00,15,43,24,0,0,0,0:00,15,65,35,0,0,0,0:01,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Andre Petroski,Wellington Turman,63,25,0,2,0,1:04,17,22,12,0,2,1,2:23,10,11,5,0,4,1,4:32,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67,33,0,0,0,0:01,20,15,7,0,1,1,1:32,1,4,1,0,0,0,0:07,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Karolina Kowalkiewicz,Silvana Gomez Juarez,15,5,0,2,0,3:45,4,86,31,0,0,0,0:03,21,101,38,0,0,0,0:15,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,6,0,0,0,0:00,3,105,27,0,0,0,0:00,18,127,44,0,0,0,0:10,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Julio Arce,Montel Jackson,22,4,0,1,0,0:06,2,58,15,0,0,0,0:00,7,46,7,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,5,0,0,0,2:09,3,46,19,0,0,0,1:12,13,43,24,1,0,0,2:34,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
Miranda Maverick,Shanna Young,52,22,0,1,0,1:27,13,30,22,0,2,0,3:39,13,26,19,0,2,1,4:08,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,18,0,0,0,0:00,13,19,6,0,0,0,0:00,4,15,5,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,26,30,26
Liudvik Sholinian,Johnny Munoz,54,21,0,0,0,0:00,14,29,9,0,0,0,1:30,7,69,26,0,0,0,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94,38,0,0,0,0:00,23,51,19,0,0,0,1:19,14,82,21,0,2,0,1:20,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
