Number_of_Rounds,Opponent_A_Wins,Method,Opponent_A,Total_Strikes_Attempted_(A),Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Opponent_B,Total_Strikes_Attempted_(B),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision2,Decision3,Winner,Opponent_A_dec,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media score ratio of agreement,Rd1 Fans,Rd2 Fans,Rd3 Fans,Rd4 Fans,Rd5 Fans
3,1,2,Katlyn Chookagian,257,99,24,0,0,0,0:00,13,70,23,0,0,0,0:00,8,83,21,0,0,1,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mara Romero Borella,214,70,34,0,0,0,0:00,19,72,22,0,0,0,0:07,13,69,23,0,1,0,0:28,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Chookagian,Katlyn Chookagian,1,1,-1,--,--,-1,1,1,--,--,1,1,1,--,--,0.714,-0.443,0.173,0.404,nan,nan
3,1,2,Randa Markos,149,25,22,0,0,0,2:41,1,19,10,0,1,0,2:35,7,21,14,0,1,0,3:56,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Juliana Lima,56,17,10,0,1,0,1:28,3,10,3,0,0,0,1:02,0,10,5,0,0,0,0:40,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Markos,Randa Markos,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,3,Justine Kish,203,54,23,0,0,0,0:00,9,61,31,0,0,0,0:00,13,88,42,0,0,0,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ji Yeon Kim,216,50,14,0,0,0,0:00,10,69,18,0,0,0,0:00,16,96,36,0,0,0,0:00,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,27 30,Kim,Ji Yeon Kim,-1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,0.267,-0.613,-0.8,0.427,nan,nan
3,1,2,Vinc Pichel,188,38,13,0,0,0,0:23,3,48,19,0,0,0,0:12,9,100,28,0,1,0,0:14,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Joaquim Silva,109,16,6,0,0,0,0:00,3,30,11,0,0,0,0:00,7,54,28,0,0,0,0:00,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Pichel,Vinc Pichel,1,1,-1,--,--,1,1,-1,--,--,-1,1,1,--,--,0.5,-0.081,0.817,-0.653,nan,nan
5,1,2,Stipe Miocic,244,25,16,0,2,0,1:58,13,24,17,0,2,0,2:17,7,16,12,0,1,0,3:49,8,21,18,0,1,0,4:39,15,9,7,0,0,0,2:22,2,Francis Ngannou,126,62,15,0,0,0,0:01,14,27,4,0,0,0,0:00,2,8,1,0,0,0,0:01,1,3,0,0,0,0,0:00,0,13,1,0,0,1,0:00,0,44 50,44 50,44 50,Miocic,Stipe Miocic,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1.0,0.902,1.183,1.321,2.065,1.208
3,1,3,Gian Villante,209,50,15,0,0,0,0:00,12,79,35,0,0,0,0:00,26,80,24,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Francimar Barroso,128,26,21,0,0,0,0:00,9,57,26,0,0,0,0:00,13,45,27,0,0,0,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,29 28,27 30,Villante,Gian Villante,1,1,1,--,--,1,1,1,--,--,1,-1,-1,--,--,1.0,1.018,0.836,0.746,nan,nan
3,1,2,Kyle Bochniak,134,16,7,0,2,0,2:30,5,59,13,0,0,0,0:13,13,57,13,0,1,0,1:07,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Davis,133,20,7,0,0,0,0:00,1,46,19,0,0,0,0:03,9,46,12,0,1,0,0:05,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Bochniak,Kyle Bochniak,1,1,1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.867,nan,nan,nan,nan,nan
3,0,2,Matt Bessette,158,52,11,0,0,0,0:00,7,33,9,0,0,0,0:00,3,61,23,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Enrique Barzola,143,34,15,0,1,0,0:56,3,31,17,0,3,0,2:16,7,57,23,0,1,0,1:22,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Barzola,Enrique Barzola,1,1,-1,--,--,1,1,1,--,--,1,1,-1,--,--,0.895,nan,nan,nan,nan,nan
3,0,2,Paige VanZant,162,16,7,0,0,0,0:04,5,29,19,0,0,0,2:29,15,73,28,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jessica-Rose Clark,122,25,12,0,1,0,3:40,9,22,15,0,1,1,1:57,10,51,28,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Clark,Jessica-Rose Clark,1,1,1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,1.0,0.834,-0.238,nan,nan
3,1,2,Kamaru Usman,132,14,13,0,3,0,4:52,4,27,18,0,1,0,3:54,15,25,19,0,4,0,4:05,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Emil Meek,131,10,3,0,0,1,0:00,2,31,13,0,0,1,0:02,8,26,14,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Usman,Kamaru Usman,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.905,0.858,1.12,nan,nan
3,1,2,James Krause,93,19,12,0,1,0,3:42,11,32,17,0,2,1,3:04,14,16,6,0,0,1,3:23,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alex White,175,34,15,0,0,0,0:00,11,50,17,0,1,0,0:23,16,43,24,0,0,0,0:30,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Krause,James Krause,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.714,nan,nan,nan,nan,nan
3,0,2,Talita Bernardo,119,26,13,0,0,0,1:38,7,27,12,0,1,0,3:37,9,34,21,0,0,0,0:42,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Irene Aldana,258,72,28,0,1,0,0:52,22,29,12,0,0,0,0:00,10,70,30,0,0,0,0:34,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Aldana,Irene Aldana,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Danielle Taylor,163,38,7,0,0,0,0:00,2,56,17,0,0,0,0:00,9,42,14,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,JJ Aldrich,164,34,8,0,1,0,1:48,7,52,20,0,0,0,0:04,17,64,26,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Aldrich,J.J. Aldrich,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Mads Burnell,169,1,1,0,1,0,2:24,1,22,13,0,1,1,2:14,13,11,6,0,1,0,4:35,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mike Santiago,127,27,17,0,2,2,2:16,14,25,17,0,1,0,2:13,12,27,17,0,0,0,0:02,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Burnell,Mads Burnell,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Khabib Nurmagomedov,246,68,36,0,1,0,3:44,31,60,31,0,1,0,3:29,26,49,22,0,2,0,3:19,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Edson Barboza,77,19,10,0,0,0,0:00,0,26,9,0,0,0,0:00,4,31,6,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25 30,25 30,24 30,Nurmagomedov,Khabib Nurmagomedov,2,2,1,--,--,2,2,1,--,--,2,2,2,--,--,1.0,1.955,1.97,1.548,nan,nan
3,0,2,Cynthia Calvillo,131,17,11,0,1,0,3:53,10,40,16,0,0,0,0:00,14,55,11,0,0,0,0:30,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Carla Esparza,153,19,6,0,0,1,0:11,5,47,20,0,2,0,0:09,10,72,22,0,0,0,0:01,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Esparza,Carla Esparza,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.81,-0.931,0.638,0.906,nan,nan
3,0,4,Khalil Rountree Jr.,198,87,26,0,0,1,0:00,16,71,19,0,0,0,0:00,14,22,7,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Michal Oleksiejczuk,171,54,33,0,1,0,0:00,19,66,36,0,0,0,0:00,15,10,7,0,1,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Oleksiejczuk,Michal Oleksiejczuk,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.219,0.906,1.0,nan,nan
3,1,2,Myles Jury,100,32,15,0,0,0,0:51,9,19,8,0,1,0,3:13,5,32,18,0,1,0,0:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ricky Glenn,102,23,5,0,0,0,0:31,1,17,3,0,0,0,0:43,2,43,6,0,0,0,0:53,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Jury,Myles Jury,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,3,Marvin Vettori,181,52,18,0,0,0,0:00,14,28,8,0,0,2,0:42,7,81,40,0,0,0,1:22,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Omari Akhmedov,178,88,21,0,0,0,0:06,17,38,17,0,0,0,1:19,10,48,13,0,0,0,0:07,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 28,28 29,28 28,DRAW,Marvin Vettori,-1,-1,2,--,--,-1,1,1,--,--,-1,-1,2,--,--,0.2,-0.964,-0.982,-1.4,nan,nan
3,0,2,Louis Smolka,163,43,7,0,0,0,0:00,3,74,27,0,0,0,0:00,12,42,15,0,0,0,0:01,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Matheus Nicolau,196,59,34,3,0,1,1:59,22,70,32,0,0,0,0:00,19,43,21,0,3,1,2:20,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,25 30,Nicolau,Matheus Nicolau,2,1,1,--,--,2,1,2,--,--,2,1,1,--,--,1.0,nan,nan,nan,nan,nan
5,0,2,Robbie Lawler,267,40,14,0,0,0,1:14,6,74,34,0,0,0,0:43,23,26,16,0,0,0,2:13,4,40,11,0,0,0,0:14,10,32,11,0,0,0,0:00,10,Rafael Dos Anjos,343,49,19,0,0,0,0:35,2,97,58,0,0,0,0:10,39,28,19,0,1,0,2:11,15,63,39,0,0,0,1:31,24,54,37,0,1,0,3:26,20,45 50,45 50,45 50,dos Anjos,Rafael dos Anjos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.705,0.819,0.83,0.967,0.921
3,1,2,John Makdessi,119,28,12,1,0,0,0:00,5,41,16,0,0,0,0:00,4,35,19,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Abel Trujillo,93,19,7,0,0,0,0:00,6,36,9,0,1,0,1:01,8,36,13,0,0,0,0:36,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Makdessi,John Makdessi,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Jason Knight,182,62,12,0,0,0,0:38,7,47,9,0,1,0,0:23,2,72,15,0,0,0,0:03,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gabriel Benitez,199,55,20,0,0,0,0:38,14,59,24,0,0,0,0:24,18,78,41,0,0,0,0:15,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,27 29,Benitez,Gabriel Benitez,2,1,1,--,--,2,1,1,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Scott Holtzman,212,29,20,0,2,0,2:32,11,38,19,0,3,0,3:39,13,15,10,0,2,0,3:38,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Darrell Horcher,87,19,12,0,1,0,1:32,6,23,14,0,0,0,0:02,13,21,10,0,0,0,0:06,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Holtzman,Scott Holtzman,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Eryk Anders,171,32,16,0,0,0,1:57,8,69,39,0,1,0,1:35,32,40,24,0,1,0,4:20,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Markus Perez,72,22,8,0,2,1,0:46,3,29,19,0,0,0,0:00,8,9,3,0,0,0,0:03,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,25 30,28 29,Anders,Eryk Anders,1,2,2,--,--,1,1,2,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Albert Morales,252,29,15,0,0,0,3:02,13,82,29,0,0,0,0:00,15,87,34,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Benito Lopez,188,26,11,1,0,1,0:53,9,83,34,0,0,0,0:00,24,78,33,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Lopez,Benito Lopez,1,1,-1,--,--,1,1,1,--,--,-1,1,1,--,--,0.267,-0.196,0.176,-0.706,nan,nan
3,1,3,Alexis Davis,182,16,9,0,0,1,1:36,2,22,6,0,1,0,4:00,3,25,8,0,0,1,0:14,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Liz Carmouche,215,21,16,0,2,0,2:39,8,19,13,0,1,0,0:01,11,31,20,0,1,0,3:53,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Davis,Alexis Davis,-1,1,1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.6,0.136,0.409,-0.705,nan,nan
3,1,3,Frankie Saenz,115,28,24,0,0,0,0:00,5,38,17,0,0,0,0:05,7,40,17,0,0,0,0:14,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Merab Dvalishvili,180,34,7,0,2,0,3:10,2,58,29,0,4,0,2:23,23,26,11,0,5,0,2:13,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Saenz,Frankie Saenz,-1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.286,-0.325,-0.7,0.35,nan,nan
3,1,2,Henry Cejudo,148,30,19,0,1,0,3:43,8,21,5,0,1,0,3:08,2,32,12,0,1,0,2:44,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Sergio Pettis,112,17,7,0,0,0,0:00,5,30,5,0,0,0,0:00,2,51,13,0,0,0,0:00,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Cejudo,Henry Cejudo,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Tecia Torres,238,73,40,0,0,0,1:45,31,27,13,0,0,0,0:00,7,73,42,0,1,0,2:12,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Michelle Waterson-Gomez,148,59,23,0,1,0,0:33,10,30,13,0,1,0,3:53,6,49,20,0,0,0,0:04,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Torres,Tecia Torres,1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,1.028,-0.806,0.917,nan,nan
3,1,2,David Teymur,164,53,20,0,0,0,0:03,3,37,14,0,1,0,0:46,6,47,18,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Drakkar Klose,118,36,12,0,1,0,0:07,7,23,13,0,0,0,0:00,7,41,14,0,1,0,0:09,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Teymur,David Teymur,1,1,1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,0.514,0.865,0.649,nan,nan
3,1,3,Felice Herrig,268,68,22,0,1,0,1:33,16,96,29,0,0,0,0:02,20,98,25,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cortney Casey,234,66,29,0,0,0,0:07,23,94,31,0,0,0,0:00,23,73,31,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Herrig,Felice Herrig,1,1,-1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.471,-0.4,0.542,0.114,nan,nan
3,1,3,Wang Guan,169,69,33,1,0,0,0:12,17,48,21,0,0,0,0:01,8,47,17,0,0,0,0:11,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alex Caceres,124,37,16,0,0,0,0:11,5,30,10,0,0,0,0:00,5,56,23,0,0,0,0:11,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Guan,Wang Guan,1,-1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,1.51,1.0,0.244,nan,nan
3,0,2,Kailin Curran,233,36,16,0,0,0,2:44,7,42,15,0,1,0,2:14,9,56,21,0,1,0,2:45,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Yan Xiaonan,222,70,32,0,0,0,0:02,26,65,29,0,0,0,0:00,24,76,35,0,0,0,0:01,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Xiaonan,Yan Xiaonan,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Wu Yanan,72,16,10,0,1,0,2:08,2,17,8,0,0,0,1:47,3,18,4,0,0,0,0:03,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Gina Mazany,255,30,19,0,2,0,2:10,10,15,10,0,2,0,2:33,7,20,9,0,1,0,3:29,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Mazany,Gina Mazany,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Wulijiburen,81,28,7,0,2,0,1:03,5,20,6,0,1,0,0:09,4,12,4,0,1,0,2:11,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Rolando Dy,109,38,6,1,0,0,0:06,1,35,11,0,0,0,1:32,4,26,9,0,0,0,0:21,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,27 30,Dy,Rolando Dy,1,1,-1,--,--,1,1,1,--,--,1,1,1,--,--,0.727,nan,nan,nan,nan,nan
5,1,2,Fabricio Werdum,290,41,20,0,0,0,1:02,13,54,32,0,0,0,0:00,19,62,45,0,0,0,0:28,31,35,20,0,1,0,2:31,15,73,38,0,0,0,0:00,26,Marcin Tybura,269,37,17,0,0,0,0:17,8,50,28,0,0,0,0:00,17,49,26,0,0,0,0:00,16,27,14,0,1,0,0:07,9,94,42,0,0,0,0:00,33,45 50,45 50,46 49,Werdum,Fabricio Werdum,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1.0,1.0,0.826,0.956,1.043,-0.196
3,0,3,Bec Rawlings,162,56,21,0,1,1,0:49,19,25,11,0,0,0,0:49,7,64,33,0,1,0,0:44,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jessica-Rose Clark,181,54,29,0,0,0,1:38,20,38,26,0,1,1,2:38,16,82,46,0,1,0,1:03,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Clark,Jessica-Rose Clark,-1,1,-1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,0.0,1.031,0.75,nan,nan
3,0,3,Tim Means,236,70,20,0,0,0,0:00,10,70,34,0,0,0,0:00,18,94,37,0,0,0,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Belal Muhammad,224,78,31,0,0,0,0:00,24,55,22,0,1,0,0:21,16,88,35,0,0,0,0:00,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Muhammad,Belal Muhammad,1,-1,1,--,--,1,-1,-1,--,--,-1,1,1,--,--,1.0,0.652,-0.652,0.348,nan,nan
3,1,3,Jake Matthews,69,3,0,0,2,0,4:33,0,17,8,0,0,0,0:10,8,14,12,0,2,0,2:24,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Bojan Velickovic,163,12,8,0,0,0,0:00,7,25,10,0,0,1,2:45,9,11,6,0,1,0,1:53,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Matthews,Jake Matthews,1,-1,1,--,--,1,-1,1,--,--,1,-1,-1,--,--,0.214,-0.089,-1.067,0.311,nan,nan
3,1,2,Elias Theodorou,261,88,34,0,0,0,0:00,11,89,45,0,0,0,0:00,23,73,39,0,0,0,0:54,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Daniel Kelly,133,42,13,0,0,0,0:00,11,45,16,0,1,0,0:20,16,33,13,0,1,1,0:38,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 30,27 30,26 30,Theodorou,Elias Theodorou,1,1,0,--,--,1,1,1,--,--,1,2,1,--,--,1.0,0.48,0.46,0.18,nan,nan
3,1,2,Alexander Volkanovski,128,39,20,0,1,0,1:51,6,47,29,0,3,0,2:31,17,28,19,0,1,0,4:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Shane Young,83,33,7,0,0,0,0:00,3,41,8,0,0,0,0:00,7,7,3,0,1,0,0:16,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,26 30,26 30,Volkanovski,Alexander Volkanovski,1,1,1,--,--,1,1,2,--,--,1,2,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,3,Damien Brown,263,14,7,0,2,1,2:10,3,107,43,0,0,0,0:00,27,130,54,0,0,0,0:02,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Frank Camacho,360,30,21,0,1,0,1:45,19,110,53,0,0,0,0:28,46,159,80,0,0,0,0:05,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,27 30,28 29,Camacho,Frank Camacho,-1,1,1,--,--,1,1,1,--,--,-1,1,-1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Alex Chambers,108,28,21,0,1,0,2:50,13,14,6,0,2,0,2:58,5,28,18,0,1,0,1:55,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nadia Kassem,204,22,15,0,0,1,0:00,7,36,18,0,0,5,0:57,9,47,19,0,0,0,0:31,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 29,27 29,Kassem,Nadia Kassem,-1,2,1,--,--,-1,2,1,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Jenel Lausa,46,11,2,0,1,0,1:10,2,5,1,0,0,2,0:01,1,14,2,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Eric Shelton,225,22,15,0,2,0,1:30,12,46,35,0,2,0,3:51,30,48,36,0,1,0,3:34,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,26 30,25 30,Shelton,Eric Shelton,1,1,2,--,--,1,1,1,--,--,1,2,2,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Anthony Hamilton,75,26,19,0,1,0,4:12,2,7,4,0,1,0,0:44,1,24,9,0,0,0,2:03,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Adam Wieczorek,129,17,11,0,0,0,0:00,3,29,10,0,0,0,2:11,6,49,21,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Wieczorek,Adam Wieczorek,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.692,-1.0,1.0,0.419,nan,nan
3,0,2,Junior Albini,133,43,19,0,0,0,1:07,14,26,11,0,0,0,1:53,6,37,18,0,0,0,0:37,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Andrei Arlovski,217,63,30,0,0,0,0:00,15,67,30,0,0,0,0:00,17,73,32,0,0,0,0:02,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Arlovski,Andrei Arlovski,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.258,0.942,1.0,nan,nan
3,0,3,John Dodson,109,41,19,1,0,0,0:01,9,24,8,0,2,0,0:19,4,40,16,0,0,0,0:07,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marlon Moraes,131,61,19,0,0,0,0:00,7,37,17,0,1,0,0:40,10,33,9,0,0,1,0:25,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,30 27,27 30,Moraes,Marlon Moraes,1,1,1,--,--,1,1,1,--,--,-1,-1,-1,--,--,0.786,-0.519,0.726,0.304,nan,nan
